CustomerID,Age,Gender,Tenure_Months,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Duplicate_Check
480,47,Female,50,40329.47,1,1,1,95909.51,0,1
481,36,Female,24,23824.17,2,0,0,46909.17,0,1
482,34,Male,19,49806.15,1,0,0,130682.75,0,1
483,36,Male,60,2973.58,3,1,0,30954.37,0,1
484,45,Female,39,158.39,1,1,1,66292.1,0,1
485,43,Male,18,32009.92,3,1,1,108449.97,0,1
486,54,Male,19,14921.75,1,1,1,55635.65,0,1
487,43,Male,36,12019.12,3,0,1,127597.78,0,1
488,40,Male,55,15594.95,3,1,1,116182.82,0,1
489,26,Female,69,12802.38,1,0,1,122572.97,0,1
490,29,Male,47,1539.5,1,0,0,35483.85,0,1
491,18,Male,49,48576.65,3,1,0,38271.13,0,1
492,18,Male,33,11037.27,4,0,1,57241.59,0,1
493,64,Male,21,36701.49,2,1,0,87350.03,0,1
494,51,Female,22,38129.82,4,0,1,117242.09,0,1
495,49,Female,48,46462.87,4,1,0,128749.02,0,1
496,65,Male,37,1527.47,1,0,1,111563.59,0,1
497,42,Male,15,43602.42,2,0,0,140717.59,0,1
498,57,Male,35,26361.31,4,1,0,116036.66,0,1
499,62,Male,71,31627.21,1,1,1,59814.83,0,1
500,18,Male,32,32223.51,4,0,1,54460.57,0,1
501,33,Male,11,40989.89,4,0,0,110505.02,0,1
502,56,Female,10,16670.37,1,1,0,45073.17,0,1
503,22,Male,57,36652.56,1,0,1,32052.93,0,1
504,39,Female,25,26428.91,1,1,0,89188.97,0,1
505,46,Female,2,39669.7,2,0,1,126813.4,0,1
506,20,Male,64,49527.3,4,1,1,33179.38,0,1
507,29,Female,35,10032.55,1,0,0,122945.87,0,1
508,43,Female,7,49732.43,3,1,1,125504.36,0,1
509,33,Female,18,4490.61,4,1,0,82695.62,0,1
510,68,Female,67,115.88,3,0,0,27450.34,0,1
511,54,Female,42,2208.1,2,1,1,42696.68,0,1
512,39,Female,39,17089.12,1,0,0,111965.42,0,1
513,46,Male,41,31645.32,3,1,1,112531.13,0,1
514,31,Female,24,3451.48,2,1,1,136786.19,0,1
515,45,Female,60,283.29,1,1,1,95749.2,0,1
516,22,Female,46,46854.55,3,0,0,36133.96,0,1
517,64,Male,19,41096.33,3,1,1,35783.94,0,1
518,66,Female,68,40459.16,2,0,0,113747.21,0,1
519,47,Male,42,44221.21,1,1,1,43892.01,0,1
520,63,Female,32,35001.71,1,0,1,62690.11,0,1
521,69,Male,39,5220.21,3,0,1,83337.56,0,1
522,22,Male,36,19955.01,3,0,0,23219.43,0,1
523,29,Female,36,36157.47,3,1,0,52346.47,0,1
524,33,Female,3,14016.72,1,0,1,73025.65,0,1
525,43,Male,8,34370.32,2,1,1,56352.72,0,1
526,43,Female,70,1224.92,2,0,0,37728.14,0,1
527,65,Male,41,15306.87,1,0,0,114641.59,0,1
528,38,Male,68,27456.52,4,0,0,125709.2,0,1
529,56,Male,13,31604.49,2,0,1,53472.27,0,1
530,53,Male,49,28852.03,3,1,0,120674.53,0,1
531,50,Male,60,34887.81,4,0,1,70121.96,0,1
532,47,Female,2,304.44,4,0,0,85869.15,1,1
533,54,Male,60,5047.06,2,1,1,131280.14,0,1
534,40,Male,5,43447.21,4,0,1,117493.98,0,1
535,27,Female,44,34087.43,4,0,1,124665.19,0,1
536,22,Male,27,5646.58,2,0,0,37789.87,0,1
537,53,Female,32,42103.72,2,0,0,29063.53,0,1
538,51,Female,21,12111.56,4,1,0,136142.61,0,1
539,69,Female,8,23912.99,3,1,1,70418.46,0,1
540,48,Male,50,7259.83,1,0,1,57424.36,0,1
541,27,Male,67,35505.5,4,1,0,114210.51,0,1
542,36,Male,44,33342.72,4,1,1,128734.03,0,1
543,49,Female,58,10555.62,3,0,1,132123.65,0,1
544,18,Male,3,43170.04,4,1,1,61079.63,0,1
545,22,Female,70,20065.3,4,0,0,130787.61,0,1
546,62,Male,2,14625.75,1,1,1,25321.41,0,1
547,21,Female,44,7616.48,1,1,0,26455.99,0,1
548,33,Male,2,13308.4,1,1,0,101057.5,0,1
549,41,Male,35,1101.35,2,0,0,28203.83,0,1
550,33,Male,30,29162.87,2,1,0,62199.19,0,1
551,19,Female,8,42111.54,1,0,0,107458.28,0,1
552,66,Female,22,27449.02,1,0,1,63844.7,0,1
553,45,Male,44,10963.7,2,1,0,43347.97,0,1
554,49,Male,58,1683.46,3,0,0,56575.58,0,1
555,44,Female,36,10731.4,4,1,0,79484.79,0,1
556,37,Female,69,20806.07,4,0,1,81800.16,0,1
557,41,Female,31,37980.57,1,0,1,121790.03,0,1
558,29,Male,47,9392.14,3,1,1,117519.92,0,1
559,67,Female,55,35989.57,2,1,1,79386.31,0,1
560,52,Male,62,43346.67,1,1,0,129936.76,0,1
561,50,Female,30,22697.34,3,1,0,34850.83,0,1
562,50,Male,55,41071.6,3,0,1,53195.94,0,1
563,68,Female,16,27732.87,3,0,1,127636.94,0,1
564,60,Female,12,31854.54,2,0,1,69139.23,0,1
565,54,Female,17,26313.92,2,1,1,147553.6,0,1
566,29,Female,16,23158.64,4,0,0,80612.93,0,1
567,20,Female,12,11732.67,4,1,1,122951.63,0,1
568,18,Male,8,15159.7,3,0,1,72299.92,0,1
569,50,Female,3,14498.51,3,1,1,75243.96,0,1
570,57,Female,16,28164.45,2,0,1,69774.81,0,1
571,27,Female,30,5997.68,4,0,1,113479.83,0,1
572,60,Male,23,45839.58,3,1,1,91177.32,0,1
573,61,Female,5,36032.76,4,0,1,142691.15,0,1
574,46,Male,65,20072.28,4,1,0,52615.74,0,1
575,30,Female,30,7931.21,3,0,0,33073.16,0,1
576,29,Female,21,44099.61,2,0,0,71123.99,0,1
577,48,Male,70,41188.9,3,1,0,100172.65,0,1
578,63,Female,22,36086.08,3,1,0,131903.86,0,1
579,19,Male,32,13577.35,4,0,0,65005.6,0,1
580,68,Male,33,20122.33,3,0,1,104992.28,0,1
581,67,Female,16,5137.41,2,0,1,65525.83,0,1
582,52,Male,38,9451.98,3,0,0,100238.55,0,1
583,40,Female,14,39150.83,2,0,1,135025.03,0,1
584,34,Female,36,35751.94,2,0,0,50076.49,0,1
585,43,Male,23,29674.29,4,1,1,72551.41,0,1
586,25,Male,66,44786.34,1,1,1,149124.48,0,1
587,46,Male,2,29163.33,1,1,1,132912.41,0,1
588,43,Male,65,23348.4,4,0,1,93403.18,0,1
589,27,Female,67,17018.54,3,0,1,87161.59,0,1
590,43,Female,52,47022.43,4,0,1,56998.05,0,1
591,51,Male,62,4135.77,2,1,0,87237.23,0,1
592,68,Female,23,46544.37,1,1,0,130263.59,0,1
593,58,Female,26,41335.73,4,0,1,109072.69,0,1
594,24,Female,68,6496.5,3,0,0,57705.72,0,1
595,21,Female,55,28249.22,4,1,1,46190.31,0,1
596,67,Male,6,43327.4,1,1,0,54477.11,0,1
597,62,Male,35,28590.46,4,1,1,42068.7,0,1
598,28,Female,22,45359.99,4,0,0,32433.29,0,1
599,46,Male,43,47149.19,1,0,1,74487.7,0,1
600,53,Male,15,21119.23,2,0,0,34728.95,0,1
601,42,Male,60,18865.68,2,1,1,42348.63,0,1
602,38,Female,12,46816.06,1,1,0,91152.21,0,1
603,53,Female,49,33757,4,0,1,41397.91,0,1
604,27,Female,42,5801.13,1,0,1,28304.37,0,1
605,54,Male,38,2114.59,2,1,1,61260.55,0,1
606,26,Female,45,28231.45,3,0,0,48641.48,0,1
607,41,Female,35,46508.55,4,1,0,86989.67,0,1
608,52,Male,30,42212.44,2,1,0,33307.72,0,1
609,66,Female,30,33792.39,4,0,1,117730.2,0,1
610,52,Female,6,6955.79,1,1,0,137810.36,1,1
611,65,Male,67,12711.57,3,0,1,116646.57,0,1
612,53,Male,7,43775.56,1,1,0,89267.51,0,1
613,35,Male,52,9140.36,3,1,0,131886.82,0,1
614,66,Female,14,13921.97,4,0,0,110339.39,0,1
615,56,Female,15,6480.03,4,1,0,21371.65,0,1
616,49,Female,21,33805.41,1,0,1,71231.72,0,1
617,41,Male,35,47199.12,3,0,0,130623.75,0,1
618,40,Male,66,13448.4,3,1,0,64961.65,0,1
619,49,Female,2,23770.33,4,0,1,24577.97,0,1
620,54,Female,35,31716.99,1,0,1,117003.35,0,1
621,29,Male,20,49973.31,3,0,0,124264.98,0,1
622,66,Male,10,5240.4,4,0,0,40877.18,1,1
623,30,Male,25,24928.54,2,0,1,89854.26,0,1
624,40,Male,66,19256.01,1,0,1,44954.21,0,1
625,42,Female,25,43291.01,2,1,1,113500.47,0,1
626,52,Male,54,23798.39,1,0,0,55301.56,0,1
627,58,Female,33,5548.88,4,1,0,61107.97,0,1
628,47,Female,36,31721.21,3,1,0,129846.21,0,1
629,34,Female,14,38539.03,3,0,1,81921.91,0,1
630,66,Male,65,144.06,3,1,1,107068.08,0,1
631,37,Male,54,42947.83,1,1,1,72308.5,0,1
632,65,Male,52,9301.15,4,0,0,58740.89,0,1
633,42,Male,3,27603.47,2,0,1,101312.15,0,1
634,39,Female,41,20789.88,4,0,0,40131.48,0,1
635,30,Male,6,35982.69,2,1,1,68489.98,0,1
636,36,Male,25,18558.08,1,1,0,47174.81,0,1
637,66,Female,13,43488.16,1,0,0,110453.35,0,1
638,53,Male,8,36524.82,2,0,1,142747.15,0,1
639,29,Female,21,32385.66,2,1,0,149416.43,0,1
640,58,Female,68,39812.03,2,1,1,78535.99,0,1
641,36,Female,25,37701.15,4,1,0,52828.95,0,1
642,29,Female,68,1796.93,2,1,1,77567.82,0,1
643,26,Female,45,19736.72,1,0,1,130145.02,0,1
644,24,Female,60,46540.36,1,1,0,46780.74,0,1
645,45,Female,12,6286.21,3,1,1,143772.43,0,1
646,31,Female,32,36854.83,2,1,0,64442.55,0,1
647,48,Male,13,48729.59,4,1,1,148154.48,0,1
648,69,Male,31,2609.93,4,0,1,129019.16,0,1
649,36,Male,20,34109.69,4,0,1,125114.17,0,1
650,64,Male,18,23407.71,3,1,1,61327.61,0,1
651,33,Female,60,28958.76,1,1,0,21141.04,0,1
652,22,Male,63,4267.07,4,0,1,69677.28,0,1
653,52,Female,6,2150.35,1,0,1,59235.22,0,1
654,29,Male,32,33343.33,3,1,0,24861.61,0,1
655,42,Male,43,41165.47,2,1,0,85697.48,0,1
656,69,Male,2,39100.77,2,0,0,72394.07,0,1
657,38,Female,60,27190.29,2,0,0,102492.34,0,1
658,53,Male,23,4993.34,4,0,0,100754.22,0,1
659,40,Female,31,34402.22,2,0,0,35697.06,0,1
660,33,Female,5,12094.44,4,0,1,147005.52,0,1
661,56,Male,34,45553.44,3,0,0,44301.09,0,1
662,62,Male,10,41913.27,3,1,1,77885.62,0,1
663,59,Male,2,35469.15,4,0,0,83455.28,0,1
664,56,Female,11,47442.3,1,0,1,125698.16,0,1
665,31,Male,50,1571.09,2,0,1,32899.85,0,1
666,48,Female,31,36810.02,2,0,1,75723.76,0,1
667,22,Female,56,16512.14,2,1,0,101705.28,0,1
668,52,Male,9,45303.29,4,1,0,47970.23,0,1
669,40,Male,21,13333.76,3,0,0,101570.83,0,1
670,46,Female,28,36242.82,2,1,0,140076.43,0,1
671,60,Female,62,43882.35,3,1,1,149677.36,0,1
672,28,Female,7,2082.84,2,1,0,24218.64,1,1
673,35,Male,16,19882.38,2,1,1,50626.47,0,1
674,64,Female,4,38115.45,4,1,1,60339.93,0,1
675,29,Male,4,22745.94,1,1,0,71886.39,0,1
676,26,Female,40,13362.63,4,0,0,51493.43,0,1
677,27,Female,17,10990.27,2,0,0,46453.44,0,1
678,61,Male,52,6575.91,2,0,1,144092,0,1
679,34,Female,52,42856.48,1,0,0,139407.81,0,1
680,55,Male,36,28767.77,3,0,1,26109.03,0,1
681,24,Male,38,3819.25,3,1,0,64045.69,0,1
682,63,Female,50,19129.02,2,0,1,72669.31,0,1
683,30,Male,63,18386.68,3,0,0,51071.89,0,1
684,57,Male,63,9086.96,2,1,0,101753.48,0,1
685,59,Female,62,21775.38,1,1,1,103249.5,0,1
686,26,Male,7,16604.97,1,0,0,130565.55,0,1
687,67,Male,27,17090.19,2,1,0,116313,0,1
688,44,Male,14,36951.33,1,1,0,90534.53,0,1
689,19,Female,71,11163.17,4,1,0,104966.28,0,1
690,22,Male,5,32093,4,1,0,55618.54,0,1
691,46,Female,55,28532.48,1,0,0,97097.3,0,1
692,54,Female,2,28404.63,2,1,0,83599.54,0,1
693,55,Male,62,33150.37,2,0,1,37334.78,0,1
694,36,Male,21,27419.1,1,0,1,51530.76,0,1
695,25,Male,21,43962.76,3,1,0,57920.15,0,1
696,65,Female,10,33779,4,1,0,140160.24,0,1
697,62,Male,58,27348.16,3,1,0,49950.26,0,1
698,18,Male,39,41488.16,2,0,1,57601.71,0,1
699,39,Male,5,30307.33,2,1,1,68016.04,0,1
700,69,Male,65,14557.21,3,1,0,106286.56,0,1
701,34,Male,13,10354.75,1,1,1,35370.99,0,1
702,24,Female,53,7616.39,3,1,0,144012.88,0,1
703,42,Female,45,44972.76,3,1,0,132524.26,0,1
704,62,Male,32,35506.77,4,0,0,95038.09,0,1
705,21,Male,36,46868.92,4,1,0,107624.92,0,1
706,53,Male,60,30164.59,3,1,1,22165.86,0,1
707,23,Male,11,23670.04,3,1,1,64062.82,0,1
708,48,Female,63,2985.82,2,0,0,123435.83,0,1
709,36,Male,21,33582.11,4,1,1,30072.79,0,1
710,61,Female,52,29110.44,4,0,1,56700.8,0,1
711,56,Female,55,49510.44,2,0,0,96088.59,0,1
712,44,Male,26,11957.94,1,1,1,53333.69,0,1
713,27,Female,68,26536.87,4,1,0,141417.14,0,1
714,43,Female,34,32547.87,4,1,0,37037.62,0,1
715,36,Female,52,32229.56,1,0,0,123661.27,0,1
716,56,Female,52,28064.68,4,0,0,86033.33,0,1
717,20,Male,29,38846.4,4,0,1,117543,0,1
718,62,Male,38,10249.06,1,0,0,60392.99,0,1
719,30,Female,42,36281.36,1,0,1,86883.65,0,1
720,67,Male,21,30986.73,3,0,0,131388.6,0,1
721,45,Male,42,44803.76,2,1,0,80694.15,0,1
722,37,Male,13,42359.72,2,1,1,66763.58,0,1
723,45,Male,64,15757.35,1,0,0,89700.2,0,1
724,25,Male,17,13811.87,1,1,1,113257.16,0,1
725,58,Female,9,49082.67,4,1,1,77663.23,0,1
726,56,Male,41,26363.26,3,0,0,142054.01,0,1
727,18,Male,1,45321.05,3,0,0,58342.96,0,1
728,20,Male,2,8194.05,1,1,0,81810.27,1,1
729,30,Male,60,32140.95,4,0,0,118400.6,0,1
730,45,Female,48,40493.01,4,0,0,109585.74,0,1
731,66,Female,29,47369.76,2,1,0,132273.34,0,1
732,42,Female,10,16867.01,2,0,1,149585.19,0,1
733,50,Female,58,36249.06,4,1,1,75491.58,0,1
734,55,Male,60,26940.65,2,1,0,34449.61,0,1
735,23,Female,21,3031.45,1,1,1,23954.06,0,1
736,61,Male,28,34499.99,4,1,1,114494,0,1
737,62,Male,34,34504.83,2,1,0,133621.78,0,1
738,49,Male,8,46530.34,3,0,0,48692.64,0,1
739,62,Male,59,24865.62,4,0,1,40598.24,0,1
740,64,Male,49,11512.55,4,0,0,28086.66,0,1
741,38,Female,17,2228.19,3,0,1,126951.38,0,1
742,33,Female,60,20782.11,1,1,0,60479.65,0,1
743,38,Female,45,15095.84,3,1,1,72220.6,0,1
744,28,Female,69,38054.42,4,0,1,85357.52,0,1
745,54,Male,32,17713.39,1,1,1,129128.92,0,1
746,53,Female,44,47453.56,2,0,1,104608.32,0,1
747,52,Male,65,48115.51,2,0,0,99958.4,0,1
748,36,Female,8,31045.43,2,0,0,42837.37,0,1
749,37,Male,43,46433.01,4,1,1,86714.69,0,1
750,35,Male,1,38042.72,3,1,1,112999.53,0,1
751,64,Female,51,27342.98,1,1,0,146523.91,0,1
752,58,Male,24,9015.4,2,1,0,46182.82,0,1
753,66,Male,24,22929.9,1,0,1,21240.64,0,1
754,31,Female,17,28043.72,4,1,1,29789.19,0,1
755,32,Male,5,43198.08,2,1,1,68860.82,0,1
756,48,Female,20,24066.67,4,1,1,126670.8,0,1
757,18,Female,21,44883.73,3,0,1,20928.47,0,1
758,20,Female,58,33717.45,4,0,0,79374.98,0,1
759,33,Male,31,6849.95,4,1,1,62799.98,0,1
760,40,Male,11,49749.07,3,1,0,26822.62,0,1
761,28,Male,52,26361.63,1,1,0,78530.72,0,1
762,29,Female,15,19592.91,3,1,0,53117.33,0,1
763,27,Male,7,32955.69,3,0,1,65745.03,0,1
764,49,Female,28,5444.67,4,1,0,111729.99,0,1
765,33,Female,51,31826.93,1,1,0,87801.63,0,1
766,25,Male,58,24911.8,2,1,0,36204.17,0,1
767,55,Female,5,20333.7,3,0,0,144983.89,0,1
768,29,Male,5,47651,1,0,1,102668.4,0,1
769,41,Male,8,26126.99,3,1,1,119562.9,0,1
770,45,Male,64,10955.87,3,1,0,30297.71,0,1
771,25,Male,10,22948.17,3,1,0,26117.59,0,1
772,45,Male,38,45969.37,3,1,1,22528.25,0,1
773,53,Female,8,8804.77,4,1,1,44543.22,0,1
774,43,Female,25,10697.85,1,0,1,73873.09,0,1
775,25,Female,66,651.48,1,0,0,141657.4,0,1
776,67,Male,50,709.5,1,0,1,79417.76,0,1
777,45,Male,67,41469.58,3,1,0,57733.16,0,1
778,45,Male,49,36606.13,4,0,0,93051.58,0,1
779,54,Female,36,17752.05,3,0,1,34551.5,0,1
780,58,Male,68,34915.56,3,0,0,99235.77,0,1
781,53,Female,41,19760.3,1,1,1,93896.15,0,1
782,44,Female,62,47644.84,3,1,0,122959.09,0,1
783,34,Male,10,48352.63,2,0,1,148269.39,0,1
784,26,Male,21,19639.69,3,1,0,52613.55,0,1
785,50,Female,36,42711.1,2,0,0,86255.34,0,1
786,37,Male,12,38654.45,3,0,1,138152.5,0,1
787,30,Female,2,15500,4,0,1,122074.68,0,1
788,45,Male,13,11601.99,4,0,1,83362.82,0,1
789,65,Male,53,22911.73,1,1,1,142898.31,0,1
790,46,Female,32,39067.44,3,1,0,27440.77,0,1
791,30,Male,16,48008.39,2,1,1,141029.82,0,1
792,63,Female,32,38178.95,2,1,1,26565.96,0,1
793,52,Male,32,42760.35,3,0,0,91149.62,0,1
794,23,Female,11,30153.22,2,1,1,135757.32,0,1
795,35,Female,10,41770.39,4,0,1,54153.72,0,1
796,68,Male,15,39221.04,2,1,0,81392.3,0,1
797,22,Female,17,18849.28,1,1,1,62162.75,0,1
798,64,Male,40,27599.52,4,1,1,143778.71,0,1
799,42,Male,18,40237.66,4,0,1,127073.93,0,1
800,19,Male,55,2302.84,4,0,1,112170.2,0,1
801,27,Female,25,40403.96,3,0,1,96391.51,0,1
802,47,Female,59,8894.41,3,0,1,126676.93,0,1
803,67,Male,22,25734.18,4,1,0,70994.72,0,1
804,62,Male,30,40413.77,3,0,1,78181.74,0,1
805,22,Female,44,12691.05,2,0,0,114900.22,0,1
806,50,Male,32,12290.37,3,1,0,66508.12,0,1
807,18,Male,51,20138.22,3,1,0,28307.12,0,1
808,35,Female,46,44732.14,4,0,0,29663.5,0,1
809,49,Male,21,22.14,1,1,1,34997.16,0,1
810,64,Female,32,45069.15,1,0,1,133058.57,0,1
811,66,Male,39,7690.35,1,1,1,81389.44,0,1
812,28,Female,12,49504.32,2,0,0,112674.71,0,1
813,38,Male,47,47742.35,3,0,1,71078.21,0,1
814,43,Male,18,24733.76,1,0,1,53632.42,0,1
815,42,Female,21,25636.01,4,0,1,65134.98,0,1
816,39,Male,13,24077.47,1,0,0,123243.7,0,1
817,44,Female,21,31772.18,1,1,0,101278.1,0,1
818,66,Male,8,4536.09,3,0,1,141893.17,0,1
819,30,Female,46,1630.9,3,0,0,108361.62,0,1
820,50,Female,7,2885.15,3,0,0,94123.61,1,1
821,51,Female,23,22218.27,2,0,1,99325.48,0,1
822,58,Female,22,13777.4,2,0,0,142508.29,0,1
823,52,Male,22,31101.98,1,1,0,122466.12,0,1
824,18,Male,29,49622.11,3,1,1,23125.36,0,1
825,38,Female,13,19316.16,1,0,0,89438.16,0,1
826,65,Female,2,28692.06,4,1,0,109483.99,0,1
827,23,Female,29,20780.19,4,0,0,117330.8,0,1
828,45,Male,52,42363.58,3,1,0,47708.48,0,1
829,34,Male,27,45111.82,3,1,0,132733.06,0,1
830,22,Male,50,43867.78,4,0,0,144259.61,0,1
831,48,Male,23,48718.61,3,1,0,50772.99,0,1
832,22,Female,44,1375.96,2,1,0,134740.01,0,1
833,55,Female,22,41990.81,2,0,1,32607.24,0,1
834,20,Female,43,37588.61,3,0,1,27241.89,0,1
835,40,Male,37,11434.72,4,1,1,36799.09,0,1
836,54,Male,61,47816,1,1,1,27506.34,0,1
837,54,Male,56,7408.9,3,1,0,129851.59,0,1
838,27,Female,3,33977.5,3,0,1,27676.52,0,1
839,27,Female,63,11244.51,1,1,1,55316.34,0,1
840,36,Male,19,21569.03,3,1,0,33488.32,0,1
841,34,Female,23,35957.99,1,1,0,58404.86,0,1
842,38,Male,29,28166.23,4,0,0,31772.73,0,1
843,31,Male,30,21375.09,2,0,0,106840.42,0,1
844,26,Female,39,16316.92,4,0,0,37332.49,0,1
845,63,Male,25,41982.98,2,0,1,130739.97,0,1
846,18,Female,8,7190.72,1,1,0,126234.84,1,1
847,68,Male,58,21505.14,2,0,1,21776.02,0,1
848,62,Female,16,45187.88,4,1,1,136444.43,0,1
849,30,Female,1,42292.48,2,1,0,23762.76,0,1
850,21,Female,5,20047.09,1,1,1,51153.95,0,1
851,18,Male,3,38155.42,2,1,1,24210.59,0,1
852,66,Male,65,41158.04,3,0,0,63659.65,0,1
853,57,Female,4,44444.37,4,0,1,86802.65,0,1
854,49,Female,64,27225.29,3,0,1,123563.83,0,1
855,51,Male,10,10223.04,1,0,1,63937.6,0,1
856,45,Male,21,12765.45,2,0,0,111713.7,0,1
857,48,Male,46,14784.73,3,1,0,44375.58,0,1
858,25,Female,27,29690.12,3,0,0,117577.8,0,1
859,56,Male,66,1640.48,2,0,1,50679.56,0,1
860,43,Male,41,31802.12,2,0,0,38660.82,0,1
861,51,Female,13,18217.71,4,0,1,44103.15,0,1
862,20,Male,9,14762.09,3,1,0,43668.21,0,1
863,67,Male,36,43974.83,3,1,1,86672.17,0,1
864,29,Male,58,23000.12,1,1,0,129823.69,0,1
865,18,Female,54,4752.65,4,1,0,30348.66,0,1
866,61,Female,12,41337.34,1,1,1,111904.32,0,1
867,22,Female,14,2382.06,3,0,0,105065.04,0,1
868,47,Female,34,36337.46,1,1,1,133427.59,0,1
869,47,Female,53,38695.31,3,1,0,51739.18,0,1
870,34,Female,20,17630.13,3,1,0,78514.28,0,1
871,65,Female,16,41239.39,1,0,1,140357.56,0,1
872,64,Male,70,25782.97,1,0,1,105799.15,0,1
873,40,Male,56,23164.68,2,1,1,70539.89,0,1
874,32,Female,58,2270.16,2,0,0,37083.61,0,1
875,54,Male,4,14501.46,2,0,1,54123.05,0,1
876,38,Male,4,46550.5,3,1,0,95558.01,0,1
877,31,Female,20,19591.2,1,0,1,113361.83,0,1
878,19,Male,10,27335.03,4,0,1,36174.85,0,1
879,28,Male,24,26601.08,3,0,1,97947.64,0,1
880,68,Male,26,29521.55,4,1,1,91545.67,0,1
881,56,Male,37,3066.55,1,1,1,86814.21,0,1
882,55,Male,54,18108.81,3,1,1,109716.01,0,1
883,51,Female,21,36156.41,4,0,0,128868.45,0,1
884,55,Female,38,10028.01,4,1,1,61988.66,0,1
885,67,Female,46,10178.92,2,0,0,135571.58,0,1
886,51,Male,4,504.53,2,0,1,40882.37,0,1
887,35,Female,60,21874.1,2,0,1,42493.1,0,1
888,47,Male,57,44136.72,3,1,1,54680.37,0,1
889,32,Male,45,2595.05,1,1,0,35539.01,0,1
890,44,Male,20,9555.94,1,1,0,49941.5,0,1
891,68,Male,17,15504.23,2,1,1,33833.53,0,1
892,51,Female,71,36586.24,2,0,0,126827.81,0,1
893,69,Female,4,32031.78,2,1,1,38065.97,0,1
894,55,Male,14,20797.2,4,0,1,117148.68,0,1
895,50,Female,3,37953.45,2,1,0,26228.8,0,1
896,41,Male,58,30481.55,4,1,0,143307.64,0,1
897,32,Female,55,44802.04,1,1,0,112450.81,0,1
898,47,Female,4,40901.34,3,0,0,20883.55,0,1
899,59,Male,24,12640.68,3,0,1,119301.35,0,1
900,68,Female,34,13571.93,3,0,0,86830.65,0,1
901,34,Male,30,6267.82,3,0,0,121317.47,0,1
902,22,Female,19,16848.24,4,0,1,87924.59,0,1
903,46,Male,31,49977.2,4,1,0,103333.23,0,1
904,21,Male,60,20287.56,2,0,0,122223.12,0,1
905,27,Female,60,11024.42,4,0,0,72664.05,0,1
906,34,Female,19,38124.14,2,0,0,20352.06,0,1
907,27,Male,49,27123.55,2,0,1,130493.04,0,1
908,34,Female,63,7480.07,3,1,1,69515.75,0,1
909,37,Female,22,19034.48,4,0,0,84485.55,0,1
910,41,Male,24,20723.49,4,1,0,21009.66,0,1
911,22,Male,30,37691.49,2,1,1,83971.96,0,1
912,51,Female,58,1033.57,2,1,0,148243.36,0,1
913,23,Male,31,13450.98,1,0,0,56174.8,0,1
914,19,Male,64,25879.82,1,1,0,71404.38,0,1
915,30,Male,19,13442.34,2,0,0,109334.7,0,1
916,60,Female,48,31421.7,1,0,0,125923.18,0,1
917,60,Female,45,24093.37,1,0,0,74260.91,0,1
918,65,Male,55,18085.51,2,0,0,60256.95,0,1
919,28,Female,55,47460.43,2,0,0,141917.35,0,1
920,68,Male,18,31607.97,4,1,0,108028.85,0,1
921,64,Female,63,6497.07,2,1,1,35472.77,0,1
922,40,Male,47,28004.58,2,0,1,28960.62,0,1
923,33,Male,57,39036.59,3,1,1,82861.48,0,1
924,48,Female,45,35424.48,4,0,0,48611.71,0,1
925,28,Male,33,8604.46,4,1,0,53018.02,0,1
926,33,Female,17,48621,4,1,1,134099.98,0,1
927,25,Female,70,22440.68,3,1,0,31643.58,0,1
928,21,Male,4,7951.25,2,1,1,112997.33,0,1
929,57,Male,20,9009.79,4,1,0,55248.49,0,1
930,21,Female,47,4911.75,4,0,1,118842.67,0,1
931,42,Male,15,40175.91,1,0,1,113913.48,0,1
932,20,Male,70,6101.52,4,1,1,20960.95,0,1
933,49,Male,47,6256.26,2,0,0,86187.6,0,1
934,20,Male,9,42523.58,2,1,1,38111.53,0,1
935,44,Male,16,17230.2,1,0,0,132609.51,0,1
936,46,Female,69,1542.9,4,1,0,133306.16,0,1
937,49,Female,61,2594.76,4,1,0,74384.95,0,1
938,67,Male,10,7108.52,4,1,0,77771.43,1,1
939,68,Male,50,10669.67,3,0,0,59426.78,0,1
940,36,Male,3,33257.31,4,0,0,113158.82,0,1
941,38,Female,70,7866.31,2,1,0,66625.98,0,1
942,22,Male,51,5943.72,2,1,1,54813.02,0,1
943,35,Female,19,38235.96,3,0,1,76190.04,0,1
944,45,Female,42,33552.76,3,0,1,31893.38,0,1
945,59,Female,35,21766.21,4,0,0,117058.42,0,1
946,39,Male,46,27465.49,1,0,0,21637.53,0,1
947,38,Female,26,15599.2,3,0,0,103783.06,0,1
948,23,Male,69,24125.02,3,1,0,43772.39,0,1
949,18,Female,64,25333.63,4,0,1,50212.53,0,1
950,22,Male,37,19361.86,4,1,0,102632.16,0,1
951,58,Female,49,45328.61,3,1,1,149082.65,0,1
952,29,Male,21,803.09,1,0,0,121103.27,0,1
953,43,Female,64,39108.56,3,0,1,49359.15,0,1
954,63,Male,5,6219.14,4,1,0,42883.22,1,1
955,51,Male,70,39877.37,4,0,1,132610.27,0,1
956,66,Male,4,30795.6,3,1,0,77743.91,0,1
957,31,Male,39,42163.9,1,0,1,37816.86,0,1
958,43,Female,35,4875.72,3,0,0,132087.49,0,1
959,62,Female,1,27949.03,3,0,1,126092.01,0,1
960,44,Male,24,25054.39,4,1,1,147907.83,0,1
